pathway,pathway_label,database,NES_Acute_HR,NES_Acute_LR,padj_Acute_HR,padj_Acute_LR,significance,set_size
GOBP_INTERLEUKIN_6_PRODUCTION,Interleukin 6 Production,GO:BP,-0.832,-1.1,0.879,0.7033,NS,10
GOBP_NUCLEOSIDE_METABOLIC_PROCESS,Nucleoside Metabolic Process,GO:BP,-0.617,1.315,0.9816,0.5046,NS,11
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,-0.959,-0.972,0.7624,0.8076,NS,63
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,Hallmark,0.976,0.952,0.7435,0.818,NS,36
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,1.267,-0.659,0.3701,0.9907,NS,50
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Immune Response Regulating Cell Surface Re...,GO:BP,-0.868,-1.053,0.8695,0.7314,NS,27
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,Protein Localization To Vacuole,GO:BP,0.951,-0.97,0.7549,0.7905,NS,14
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response To Virus,GO:BP,0.963,0.952,0.7504,0.8148,NS,23
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Blood Vessel Endothelial Cell Migration,GO:BP,0.841,1.072,0.8765,0.7314,NS,16
GOBP_REGULATION_OF_T_CELL_ACTIVATION,Regulation Of T Cell Activation,GO:BP,0.747,1.166,0.9616,0.6331,NS,35
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Regulation Of Actin Filament Bundle Assembly,GO:BP,0.807,1.105,0.896,0.7009,NS,20
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Transmembrane Trans...,GO:BP,1.105,-0.805,0.5957,0.9182,NS,26
GOBP_SENSORY_SYSTEM_DEVELOPMENT,Sensory System Development,GO:BP,0.652,1.257,0.9804,0.5448,NS,25
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Positive Regulation Of Intracellular Prote...,GO:BP,0.952,-0.956,0.7549,0.8071,NS,16
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,Programmed Necrotic Cell Death,GO:BP,-1.222,-0.686,0.4948,0.9588,NS,10
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,Positive Regulation Of Leukocyte Migration,GO:BP,1.298,0.609,0.4177,0.9841,NS,13
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,Water Soluble Vitamin Metabolic Process,GO:BP,0.647,1.259,0.9804,0.553,NS,18
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,0.801,1.104,0.8986,0.7019,NS,19
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,Epithelial Cell Apoptotic Process,GO:BP,0.669,-1.234,0.9656,0.5745,NS,10
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Oxidative Stress Induced Int...,GO:BP,1.039,0.864,0.6717,0.8735,NS,17
GOBP_RESPONSE_TO_OXYGEN_LEVELS,Response To Oxygen Levels,GO:BP,0.677,1.226,0.9918,0.5046,NS,65
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,1.216,-0.686,0.4688,0.9756,NS,21
GOBP_POSTSYNAPSE_ORGANIZATION,Postsynapse Organization,GO:BP,0.933,0.969,0.7802,0.8001,NS,26
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,Antigen Processing And Presentation Of Pep...,GO:BP,0.847,1.055,0.8653,0.7477,NS,10
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,Monosaccharide Transmembrane Transport,GO:BP,0.725,1.175,0.9558,0.6394,NS,17
GOBP_RESPONSE_TO_INSULIN,Response To Insulin,GO:BP,0.72,1.18,0.9804,0.5767,NS,54
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Negative Regulation Of Transforming Growth...,GO:BP,1.147,-0.752,0.5628,0.9316,NS,13
GOBP_SECONDARY_METABOLIC_PROCESS,Secondary Metabolic Process,GO:BP,1.204,-0.695,0.5067,0.9586,NS,12
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,Signal Transduction In Absence Of Ligand,GO:BP,1.105,0.793,0.6222,0.9,NS,10
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,-0.958,0.935,0.7623,0.8482,NS,74
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Regulation Of Epithelial Cell Proliferation,GO:BP,-0.52,1.373,0.9958,0.4124,NS,26
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,Non Proteinogenic Amino Acid Metabolic Pro...,GO:BP,-1.224,0.667,0.4703,0.9661,NS,16
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,0.848,-1.043,0.8959,0.7249,NS,48
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Microtubule Cytoskeleton Organization Invo...,GO:BP,1.191,-0.698,0.4839,0.978,NS,33
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,Positive Regulation Of Cell Activation,GO:BP,-0.829,1.058,0.8986,0.7364,NS,34
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,1.161,-0.726,0.5287,0.9588,NS,25
GOBP_TEMPERATURE_HOMEOSTASIS,Temperature Homeostasis,GO:BP,-1.428,0.457,0.2472,0.9988,NS,24
GOBP_MITOTIC_CYTOKINESIS,Mitotic Cytokinesis,GO:BP,-0.934,0.949,0.7823,0.8164,NS,19
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO:BP,-1.425,0.457,0.2561,0.9988,NS,25
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,0.884,0.998,0.8567,0.7763,NS,35
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-0.859,1.023,0.8832,0.7553,NS,36
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,1.085,-0.792,0.6237,0.9154,NS,17
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Muscle Tissue Development,GO:BP,1.095,0.782,0.567,0.9583,NS,85
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Regulation Of Endothelial Cell Migration,GO:BP,-0.798,1.078,0.9154,0.7168,NS,24
GOBP_MUSCLE_CONTRACTION,Muscle Contraction,GO:BP,1.071,-0.804,0.5952,0.9756,NS,112
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Positive Regulation Of Cell Cycle Process,GO:BP,1.131,0.744,0.5594,0.9389,NS,25
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Response To Chemical Stress,GO:BP,-0.975,0.899,0.7435,0.8778,NS,72
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,Central Nervous System Neuron Differentiation,GO:BP,0.99,0.883,0.7262,0.8635,NS,12
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,Retina Development In Camera Type Eye,GO:BP,-0.828,1.045,0.8832,0.7507,NS,11
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,1.176,0.696,0.5068,0.9648,NS,26
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,Protein Containing Complex Localization,GO:BP,0.725,-1.146,0.968,0.6359,NS,29
GOBP_REGENERATION,Regeneration,GO:BP,-0.893,-0.978,0.8433,0.7847,NS,30
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Microtubule Organizing Center Organization,GO:BP,0.675,-1.191,0.9783,0.6138,NS,16
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Positive Regulation Of Protein Localizatio...,GO:BP,1.248,0.616,0.4642,0.978,NS,12
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,Regulation Of Calcium Mediated Signaling,GO:BP,-0.809,-1.055,0.8959,0.7358,NS,17
GOBP_ENDOSOME_ORGANIZATION,Endosome Organization,GO:BP,-0.696,-1.167,0.9739,0.6205,NS,21
GOBP_MIDBRAIN_DEVELOPMENT,Midbrain Development,GO:BP,0.985,-0.878,0.7319,0.8781,NS,25
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,Negative Regulation Of Mapk Cascade,GO:BP,-0.811,1.052,0.9006,0.73740000000000006,NS,23
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogen...,GO:BP,1.006,-0.856,0.7115,0.888,NS,25
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Monoatomic Ion Transmembrane...,GO:BP,1.077,0.785,0.6005,0.9504,NS,67
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Positive Regulation Of Leukocyte Mediated ...,GO:BP,-0.878,-0.983,0.8515,0.7847,NS,18
GOBP_RESPONSE_TO_ALKALOID,Response To Alkaloid,GO:BP,0.833,1.027,0.8832,0.757,NS,14
GOBP_REGULATION_OF_CELL_DIVISION,Regulation Of Cell Division,GO:BP,0.51,1.348,0.9947,0.4695,NS,16
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,Stress Activated Protein Kinase Signaling ...,GO:BP,0.868,-0.99,0.8429,0.7763,NS,12
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,0.987,0.87,0.7257,0.8735,NS,18
GOBP_CARDIAC_MUSCLE_CONTRACTION,Cardiac Muscle Contraction,GO:BP,1.213,0.643,0.4411,0.9907,NS,48
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,0.956,0.9,0.7712,0.8735,NS,63
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT,Connective Tissue Development,GO:BP,0.741,-1.112,0.9376,0.6904,NS,14
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,Mitochondrial Electron Transport Cytochrom...,GO:BP,-1.291,-0.562,0.4143,0.9907,NS,12
GOBP_CELL_CELL_RECOGNITION,Cell Cell Recognition,GO:BP,1.034,0.816,0.6793,0.8939,NS,14
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,Cell Communication By Electrical Coupling,GO:BP,1.175,-0.674,0.5422,0.9622,NS,12
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,Regulation Of Cell Matrix Adhesion,GO:BP,-1.08,0.768,0.6322,0.9216,NS,21
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Positive Regulation Of Immune Effector Pro...,GO:BP,0.91,0.937,0.8131,0.8318,NS,31
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,Protein Complex Oligomerization,GO:BP,-1.068,0.777,0.6222,0.9419,NS,50
GOBP_REGULATION_OF_AEROBIC_RESPIRATION,Regulation Of Aerobic Respiration,GO:BP,0.824,1.021,0.8832,0.7647,NS,11
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,Endoplasmic Reticulum To Golgi Vesicle Med...,GO:BP,1.029,-0.813,0.6793,0.9334,NS,41
GOBP_CYTOSOLIC_TRANSPORT,Cytosolic Transport,GO:BP,0.773,-1.068,0.9376,0.7125,NS,27
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,Sodium Ion Transmembrane Transport,GO:BP,1.152,-0.689,0.5594,0.9588,NS,13
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,1.024,0.816,0.6834,0.9033,NS,27
GOBP_CIRCADIAN_RHYTHM,Circadian Rhythm,GO:BP,0.77,1.069,0.9376,0.7239,NS,28
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,1.039,0.8,0.6736,0.9107,NS,25
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Production Of Molecular Mediator Of Immune...,GO:BP,-0.879,-0.957,0.8498,0.8087,NS,18
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Regulation Of Response To Cytokine Stimulus,GO:BP,0.998,0.836,0.7174,0.888,NS,18
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Regulation Of Non Canonical Nf Kappab Sign...,GO:BP,1.244,0.589,0.456,0.98740000000000006,NS,16
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Non Canonical Nf Kappab Signal Transduction,GO:BP,1.245,0.587,0.445,0.98740000000000006,NS,17
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Signal Transduction By p53 Class Mediator,GO:BP,0.896,0.936,0.8305,0.8318,NS,26
GOBP_DEVELOPMENTAL_MATURATION,Developmental Maturation,GO:BP,1.142,0.69,0.5527,0.9661,NS,26
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyrimidine Containing Compound Metabolic P...,GO:BP,-0.66,-1.172,0.9783,0.6394,NS,15
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Steroid Hormone Receptor Signaling Pathway,GO:BP,0.988,0.844,0.7257,0.8848,NS,18
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Reactive Oxygen Species Metabolic Process,GO:BP,0.705,1.126,0.9804,0.6468,NS,56
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,0.788,-1.042,0.92,0.7364,NS,28
GOBP_SCHWANN_CELL_DIFFERENTIATION,Schwann Cell Differentiation,GO:BP,0.802,-1.027,0.896,0.7523,NS,16
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,Regulation Of Lymphocyte Mediated Immunity,GO:BP,-0.853,0.975,0.8809,0.7944,NS,21
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,Skeletal Muscle Cell Differentiation,GO:BP,1,0.828,0.7174,0.888,NS,13
GOBP_SYMBIONT_ENTRY_INTO_HOST,Symbiont Entry Into Host,GO:BP,0.961,-0.867,0.7504,0.8831,NS,21
GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,Protein Localization To Lysosome,GO:BP,0.773,-1.054,0.9076,0.744,NS,11
GOBP_HORMONE_TRANSPORT,Hormone Transport,GO:BP,-0.755,1.071,0.9616,0.7168,NS,40
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,Cardiac Muscle Cell Contraction,GO:BP,-0.79,-1.035,0.9154,0.7484,NS,20
GOBP_D_GLUCOSE_IMPORT,D Glucose Import,GO:BP,0.808,1.017,0.8946,0.7614,NS,15
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,Inorganic Ion Import Across Plasma Membrane,GO:BP,-0.895,-0.929,0.8125,0.8318,NS,11
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,Response To Hydrogen Peroxide,GO:BP,0.725,1.099,0.956,0.6996,NS,21
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,Cellular Response To Carbohydrate Stimulus,GO:BP,-0.647,-1.176,0.9816,0.6155,NS,22
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,Calcium Ion Regulated Exocytosis,GO:BP,0.722,1.1,0.9353,0.7168,NS,10
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,Morphogenesis Of A Branching Structure,GO:BP,-0.729,-1.092,0.9438,0.7125,NS,12
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Intrinsic Apoptotic Signaling Pathway In R...,GO:BP,1.06,-0.76,0.6584,0.935,NS,20
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,Maintenance Of Protein Localization In Org...,GO:BP,0.957,0.863,0.7504,0.8735,NS,10
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,Regulation Of Cellular Response To Transfo...,GO:BP,1.257,0.563,0.4434,0.9885,NS,16
GOBP_BODY_FLUID_SECRETION,Body Fluid Secretion,GO:BP,-0.971,0.848,0.7435,0.8781,NS,10
GOBP_ENSHEATHMENT_OF_NEURONS,Ensheathment Of Neurons,GO:BP,1,0.818,0.7212,0.8983,NS,22
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,0.824,0.992,0.8946,0.7763,NS,27
GOBP_DENDRITE_MORPHOGENESIS,Dendrite Morphogenesis,GO:BP,1.165,0.649,0.5507,0.9678,NS,12
HALLMARK_UV_RESPONSE_UP,UV Response Up,Hallmark,1.037,0.775,0.6677,0.9346,NS,37
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Transmembrane Trans...,GO:BP,-0.567,1.243,0.9958,0.5226,NS,37
GOBP_AMINO_ACID_ACTIVATION,Amino Acid Activation,GO:BP,0.953,-0.854,0.7623,0.8883,NS,25
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-0.856,-0.95,0.8697,0.8185,NS,18
GOBP_MAMMARY_GLAND_DEVELOPMENT,Mammary Gland Development,GO:BP,-0.863,-0.942,0.8569,0.818,NS,12
HALLMARK_IL2_STAT5_SIGNALING,IL2 Stat5 Signaling,Hallmark,-0.639,1.165,0.9842,0.6458,NS,23
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,Cardiac Muscle Cell Action Potential,GO:BP,-0.826,-0.978,0.8934,0.7847,NS,20
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,Response To Peptide Hormone,GO:BP,0.838,0.965,0.9244,0.818,NS,81
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION,Regulation Of Membrane Depolarization,GO:BP,-0.812,0.99,0.8934,0.7847,NS,14
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,Epithelial Tube Morphogenesis,GO:BP,0.973,-0.828,0.7435,0.8987,NS,21
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,Positive Regulation Of Insulin Secretion,GO:BP,0.76,-1.041,0.925,0.7477,NS,18
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Intrinsic Apoptotic Signaling Pathway In R...,GO:BP,1.03,0.769,0.6882,0.9151,NS,11
GOBP_RESPONSE_TO_AXON_INJURY,Response To Axon Injury,GO:BP,-0.757,-1.04,0.9174,0.7484,NS,10
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,Homotypic Cell Cell Adhesion,GO:BP,0.971,0.826,0.7466,0.8983,NS,25
GOBP_HEART_GROWTH,Heart Growth,GO:BP,1.046,0.75,0.6766,0.9239,NS,11
GOBP_SINGLE_FERTILIZATION,Single Fertilization,GO:BP,-0.63,1.166,0.9842,0.6465,NS,21
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-0.864,-0.928,0.8695,0.8377,NS,22
GOBP_ERBB_SIGNALING_PATHWAY,Erbb Signaling Pathway,GO:BP,0.739,-1.053,0.9438,0.7364,NS,20
GOBP_REGULATION_OF_HORMONE_SECRETION,Regulation Of Hormone Secretion,GO:BP,-0.729,1.062,0.9767,0.7314,NS,33
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS,Icosanoid Biosynthetic Process,GO:BP,0.853,0.936,0.8592,0.827,NS,10
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Steroid Biosynthetic Process,GO:BP,0.616,-1.173,0.9918,0.5963,NS,29
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,Regulation Of Mitochondrial Membrane Poten...,GO:BP,0.774,1.015,0.9215,0.757,NS,22
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Positive Regulation Of Production Of Molec...,GO:BP,-0.992,0.796,0.7257,0.9063,NS,16
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Intracellular Glucose Homeostasis,GO:BP,-0.608,-1.179,0.9918,0.6137,NS,22
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,GO:BP,1.119,0.664,0.5328,0.9919,NS,81
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Negative Regulation Of Phosphorus Metaboli...,GO:BP,0.757,1.024,0.956,0.7526,NS,39
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,Protein Export From Nucleus,GO:BP,1.143,0.638,0.5594,0.978,NS,17
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-0.966,0.815,0.7514,0.8953,NS,15
GOBP_RETINOL_METABOLIC_PROCESS,Retinol Metabolic Process,GO:BP,1.024,0.756,0.6932,0.922,NS,10
GOBP_RECEPTOR_INTERNALIZATION,Receptor Internalization,GO:BP,-0.582,1.197,0.9928,0.6162,NS,22
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Endoplasmic Reticulum Organization,GO:BP,1.192,0.586,0.4881,0.9907,NS,25
GOBP_MUSCLE_CELL_DIFFERENTIATION,Muscle Cell Differentiation,GO:BP,1.167,0.611,0.4366,0.9988,NS,99
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Negative Regulation Of Small Molecule Meta...,GO:BP,0.898,0.878,0.8308,0.8732,NS,24
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Negative Regulation Of Vasculature Develop...,GO:BP,-0.784,-0.99,0.9006,0.7763,NS,12
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,Olefinic Compound Metabolic Process,GO:BP,-0.993,0.78,0.7239,0.9239,NS,27
GOBP_CALCIUM_ION_TRANSPORT,Calcium Ion Transport,GO:BP,-0.86,-0.909,0.8986,0.8823,NS,76
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Negative Regulation Of Nucleotide Metaboli...,GO:BP,0.92,-0.848,0.7867,0.8781,NS,11
GOBP_ORGAN_GROWTH,Organ Growth,GO:BP,0.837,-0.931,0.8832,0.8355,NS,19
GOBP_PROTEIN_PROCESSING,Protein Processing,GO:BP,0.962,0.805,0.7514,0.9126,NS,30
HALLMARK_ANDROGEN_RESPONSE,Androgen Response,Hallmark,0.913,0.851,0.8119,0.8846,NS,24
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Positive Regulation Of Cell Substrate Junc...,GO:BP,-0.66,-1.102,0.9783,0.7023,NS,10
GOBP_HIPPOCAMPUS_DEVELOPMENT,Hippocampus Development,GO:BP,0.832,0.928,0.8725,0.8325,NS,10
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,Cell Cell Junction Assembly,GO:BP,0.859,-0.899,0.8671,0.8629,NS,18
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Establishment Of Protein Localization To O...,GO:BP,-0.918,-0.84,0.8567,0.956,NS,104
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Regulation Of Leukocyte Mediated Immunity,GO:BP,-0.832,-0.926,0.8934,0.8374,NS,23
GOBP_ACTION_POTENTIAL,Action Potential,GO:BP,0.836,-0.921,0.8874,0.8446,NS,26
GOBP_MITOTIC_CYTOKINETIC_PROCESS,Mitotic Cytokinetic Process,GO:BP,-1.157,0.599,0.5577,0.9841,NS,12
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,Regulation Of Polysaccharide Metabolic Pro...,GO:BP,-1.038,-0.718,0.6793,0.9439,NS,10
GOBP_NEURON_PROJECTION_EXTENSION,Neuron Projection Extension,GO:BP,0.723,1.033,0.9513,0.7526,NS,19
GOBP_CYTOKINESIS,Cytokinesis,GO:BP,0.84,-0.915,0.8959,0.8629,NS,36
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,Response To Nerve Growth Factor,GO:BP,1.153,0.599,0.5594,0.9841,NS,11
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Positive Regulation Of Leukocyte Cell Cell...,GO:BP,-0.779,0.971,0.9301,0.79990000000000006,NS,28
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Regulation Of Tumor Necrosis Factor Mediat...,GO:BP,-0.782,0.962,0.9006,0.8076,NS,10
GOBP_RESPONSE_TO_OXYGEN_RADICAL,Response To Oxygen Radical,GO:BP,0.724,1.016,0.9381,0.7651,NS,11
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,Cellular Response To Xenobiotic Stimulus,GO:BP,-0.728,-1.011,0.9668,0.757,NS,27
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Regulation Of Lipid Biosynthetic Process,GO:BP,0.756,-0.983,0.9491,0.7804,NS,30
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Regulation Of Cell Junction Assembly,GO:BP,-0.79,0.948,0.9298,0.8219,NS,31
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,Cellular Response To Oxygen Radical,GO:BP,0.707,1.029,0.9438,0.757,NS,10
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,1.037,0.699,0.6717,0.9661,NS,34
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Pro...,GO:BP,-0.872,-0.863,0.8929,0.9136,NS,70
GOBP_RESPONSE_TO_STARVATION,Response To Starvation,GO:BP,0.843,0.891,0.8959,0.8717,NS,40
GOBP_PROTEIN_HOMOOLIGOMERIZATION,Protein Homooligomerization,GO:BP,-0.974,0.759,0.7446,0.9378,NS,35
GOBP_SYNAPSE_ASSEMBLY,Synapse Assembly,GO:BP,0.9,0.833,0.8119,0.888,NS,15
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,0.704,1.029,0.9685,0.7526,NS,21
GOBP_FERTILIZATION,Fertilization,GO:BP,0.665,1.067,0.9804,0.726,NS,23
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS,Nucleotide Sugar Metabolic Process,GO:BP,-0.851,0.88,0.8625,0.8665,NS,10
GOBP_MUSCLE_SYSTEM_PROCESS,Muscle System Process,GO:BP,0.962,-0.767,0.7721,0.9907,NS,132
