acc	gene	sources	n_sources
NA	HIGD1A	CB2019	1
NA	HIGD1C	CB2019	1
NA	HIGD2A	CB2019	1
NA	HLA-A	CB2019	1
NA	HLA-B	CB2019	1
NA	HLA-C	CB2019	1
NA	HLA-DPA1	CB2019	1
NA	HLA-DPB1	CB2019	1
NA	HLA-DQA1	CB2019	1
NA	HLA-DQA2	CB2019	1
NA	HLA-DQB1	CB2019	1
NA	HLA-DRA	CB2019	1
NA	HLA-DRB1	CB2019	1
NA	HLA-DRB3	CB2019	1
NA	HLA-DRB5	CB2019	1
NA	HLA-E	CB2019	1
NA	HLA-H	CB2019	1
NA	HM13	CB2019	1
NA	HMGCR	CB2019	1
NA	HMOX1	CB2019	1
NA	HMOX2	CB2019	1
NA	HPCAL1	CB2019	1
NA	HRAS	CB2019	1
NA	HS2ST1	CB2019	1
NA	HS3ST2	CB2019	1
NA	HSD17B12	CB2019	1
NA	HSPA13	CB2019	1
NA	HTRA2	CB2019	1
NA	HYOU1	CB2019	1
I3L0P0	NDC80	This study	1
I3L0R8	DERL2	This study	1
I3L0Z8	DVL2	This study	1
I3L107	SERPINF1	This study	1
I3L192	BSG	This study	1
I3L1A3	RSL1D1	This study	1
I3L1J2	CDH5	This study	1
I3L1Z9	ANKFY1	JPR2017	1
I3L213	PHKB	This study	1
I3L2C6	RHOT2	This study	1
I3L2C7	GEMIN4	This study	1
I3L2Z9	NEURL4	This study	1
I3L323	ZC3H7A	This study	1
I3L325	CRYM	This study	1
I3L3K7	NFATC3	This study	1
I3L3P7	RPS15A	This study	1
I3L3Q4	GLOD4	This study	1
I3L4A1	CHMP6	This study	1
I3L4A9	CTNS	This study	1
I3L4C3	SPAG7	This study	1
I3L4G0	TOM1L1	This study	1
I3L4I0	FLYWCH2	This study	1
I3L4N8	ACTG1	This study	1
I3L4P8	HMOX2	This study	1
I3L506	SCPEP1	JPR2017	1
I3NI36	AKAP1	This study	1
I6L9B1	EPB41L2	Uniprot	1
NA	ICAM1	CB2019	1
NA	ICAM2	CB2019	1
NA	ICAM3	CB2019	1
NA	ICAM4	CB2019	1
NA	ICAM5	CB2019	1
NA	IER3IP1	CB2019	1
NA	IFITM1	CB2019	1
NA	IFITM2	CB2019	1
NA	IFITM3	CB2019	1
NA	IFNGR1	CB2019	1
NA	IGF1R	CB2019	1
NA	IGF2R	CB2019	1
NA	IGFLR1	CB2019	1
NA	IGSF9B	CB2019	1
NA	IL15RA	CB2019	1
NA	IL1RAP	CB2019	1
NA	IL2RG	CB2019	1
NA	IL4R	CB2019	1
NA	ILVBL	CB2019	1
NA	IMPAD1	CB2019	1
NA	INPP5A	CB2019	1
NA	INSR	CB2019	1
NA	INTS5	CB2019	1
NA	ITGA1	CB2019	1
NA	ITGA2B	CB2019	1
NA	ITGA4	CB2019	1
NA	ITGA5	CB2019	1
NA	ITGA6	CB2019	1
NA	ITGAL	CB2019	1
NA	ITGB1	CB2019	1
NA	ITGB2	CB2019	1
NA	ITGB3	CB2019	1
NA	ITM2B	CB2019	1
NA	ITPR1	CB2019	1
NA	ITPR2	CB2019	1
J3KN01	AFDN	This study	1
J3KN10	PI4KA	JPR2017	1
J3KN16	ECPAS	This study	1
J3KNF4	CCS	This study	1
J3KNF8	CYB5B	JPR2017	1
J3KNK0	BRSK1	This study	1
J3KNN3	PHKG2	This study	1
J3KNR0	MARK3	This study	1
J3KP58	CLIP1	This study	1
J3KP97	CCDC18	This study	1
J3KPF0	HECTD4	JPR2017	1
J3KQ48	PTRH2	This study	1
J3KQ66	RELN	This study	1
J3KQ69	MCM3	This study	1
J3KQN4	RPL36A	This study	1
J3KR55	PTPN7	This study	1
J3KR97	TBCD	This study	1
J3KRD1	EPB41L3	Uniprot	1
J3KRF5	CLTC	This study	1
J3KRS3	ARHGAP44	This study	1
J3KRX5	RPL17	This study	1
J3KRY3	SNRPN	This study	1
J3KS70	EPB41L3	Uniprot	1
J3KS94	MBP	This study	1
J3KSC4	RAC3	JPR2017	1
J3KSK3	ANAPC11	This study	1
J3KT37	EPB41L3	Uniprot	1
J3KT73	RPL38	This study	1
J3KT75	MPDU1	This study	1
J3KTA4	DDX5	This study	1
J3KTD8	CBFB	This study	1
J3KTR5	GGA3	This study	1
J3QKK4	EPB41L3	Uniprot	1
J3QKL0	HEXD	This study	1
J3QKY2	EPB41L3	Uniprot	1
J3QL40	SLC16A5	This study	1
J3QL56	SCO1	This study	1
J3QL71	SCRN2	This study	1
J3QLD9	FLOT2	JPR2017	1
J3QLG8	PIGL	This study	1
J3QLM1	STARD3	This study	1
J3QLU5	EPB41L3	Uniprot	1
J3QQ67	RPL18	This study	1
J3QQJ5	TRAPPC8	This study	1
J3QQK6	MBP	This study	1
J3QQN0	LPIN2	This study	1
J3QQU0	IMPACT	This study	1
J3QQV2	SLC16A3	This study	1
J3QQX6	ICAM2	This study	1
J3QQZ9	PNPO	This study	1
J3QR33	EPB41L3	Uniprot	1
J3QR68	HP	This study	1
J3QRA9	THRA	This study	1
J3QRG1	OGFOD3	This study	1
J3QRJ3	THY1	This study	1
J3QRM1	CDK5RAP3	This study	1
J3QRQ6	EPB41L3	Uniprot	1
J3QRU1	YES1	This study	1
J3QRU4	VAMP2	This study	1
J3QRV5	LLGL2	This study	1
J3QS55	EPB41L3	Uniprot	1
J3QS83	EPB41L3	Uniprot	1
J7FHA1	SLC14A1	Uniprot	1
NA	JAGN1	CB2019	1
NA	JTB	CB2019	1
K3W4U1	FCER2	This study	1
K4DI81	UBE2C	JPR2017	1
K4DI92	RWDD4	This study	1
K4DIA7	CD151	This study	1
K7EIE5	PRKAR1A	JPR2017	1
K7EIU8	SMAD4	This study	1
K7EIY6	RNF126	This study	1
K7EJ83	CDK3	This study	1
K7EJB0	NFIX	This study	1
K7EJC0	CSNK1G2	JPR2017	1
K7EJD3	LGALS3BP	This study	1
K7EJE1	NDUFA13	This study	1
K7EJF6	SLC14A1	Uniprot	1
K7EJQ6	YIF1B	This study	1
K7EJQ7	SEC11C	This study	1
K7EJV9	RPL23A	This study	1
K7EK08	CTIF	This study	1
K7EK35	STAT5A	This study	1
K7EKE6	LONP1	This study	1
K7EKG4	TOMM40	This study	1
K7EL58	RAB11FIP4	This study	1
K7EL68	CDC37	This study	1
K7EL74	VMP1	This study	1
K7EL99	TBCB	This study	1
K7ELH8	DPY19L3	This study	1
K7ELX5	TLCD1	This study	1
K7ELY2	STX10	This study	1
K7ELY5	TNRC6C	This study	1
K7EM07	TMEM101	JPR2017	1
K7EM38	ACTG1	JPR2017	1
K7EMD9	KRT13	This study	1
K7EMH1	RPL22	This study	1
K7EMP1	CC2D1A	This study	1
K7EMP6	PIAS2	This study	1
K7EMQ3	DNM2	This study	1
K7EN27	PARK7	This study	1
K7ENA8	EIF3G	This study	1
K7ENK9	VAMP2	This study	1
K7ENL9	RMC1	This study	1
K7ENR6	PSMG2	This study	1
K7EP37	FLII	JPR2017	1
K7EP71	HS2ST1	This study	1
K7EPJ1	UBE2S	This study	1
K7EPJ9	KRT17	JPR2017	1
K7EPK9	DNM2	JPR2017	1
K7EPM2	ANKRD27	This study	1
K7EPR5	PRKAR1A	This study	1
K7EPS8	C19orf12	This study	1
K7EPU3	ALG1	This study	1
K7EPU6	GLYR1	This study	1
K7EPV0	COA3	This study	1
K7EQ37	UNC13D	This study	1
K7EQJ5	RPS15	This study	1
K7EQK2	HYOU1	This study	1
K7EQK3	PRKAR1A	JPR2017	1
K7EQQ3	KRT9	JPR2017	1
K7EQQ6	DPH1	This study	1
K7EQS7	KDSR	This study	1
K7EQT1	FZR1	This study	1
K7EQU4	SAFB2	This study	1
K7EQW8	TPM4	JPR2017	1
K7ERP4	GPX4	This study	1
K7ERW1	OAZ1	This study	1
K7ERX1	GCDH	This study	1
K7ES69	CNN2	This study	1
K7ESL3	SLC14A1	Uniprot	1
K7N7A8	NA	Uniprot	1
K9JI14	GYPA	This study	1
NA	KCNH2	CB2019	1
NA	KCNIP3	CB2019	1
NA	KCNJ15	CB2019	1
NA	KCNJ5	CB2019	1
NA	KCNK5	CB2019	1
NA	KCNMA1	CB2019	1
NA	KCNN4	CB2019	1
NA	KCT2	CB2019	1
NA	KDELR1	CB2019	1
NA	KDELR2	CB2019	1
NA	KDELR3	CB2019	1
NA	KDR	CB2019	1
NA	KDSR	CB2019	1
NA	KEL	CB2019	1
NA	KIAA0100	CB2019	1
NA	KIAA0922	CB2019	1
NA	KIAA1109	CB2019	1
NA	KIAA1549L	CB2019	1
NA	KIAA2013	CB2019	1
NA	KIDINS220	CB2019	1
NA	KIT	CB2019	1
NA	KLRG2	CB2019	1
NA	KMT5A	CB2019	1
NA	KRAS	CB2019	1
NA	KRT4	CB2019	1
NA	KRTCAP2	CB2019	1
NA	KTN1	CB2019	1
L0R6Q1	SLC35A4	This study	1
NA	LAMP1	CB2019	1
NA	LAMP2	CB2019	1
NA	LAMTOR1	CB2019	1
NA	LAPTM4B	CB2019	1
NA	LAPTM5	CB2019	1
NA	LAT	CB2019	1
NA	LAT2	CB2019	1
NA	LBR	CB2019	1
NA	LCLAT1	CB2019	1
NA	LDLR	CB2019	1
NA	LDLRAD4	CB2019	1
NA	LEMD2	CB2019	1
NA	LEMD3	CB2019	1
NA	LEPR	CB2019	1
NA	LEPROT	CB2019	1
NA	LEPROTL1	CB2019	1
NA	LETM1	CB2019	1
NA	LGI2	CB2019	1
NA	LHFPL2	CB2019	1
NA	LILRB4	CB2019	1
NA	LIME1	CB2019	1
NA	LMAN1	CB2019	1
NA	LMAN2	CB2019	1
NA	LMAN2L	CB2019	1
NA	LMBR1	CB2019	1
NA	LMBRD1	CB2019	1
NA	LMBRD2	CB2019	1
NA	LMF2	CB2019	1
NA	LMNB1	CB2019	1
NA	LMNB2	CB2019	1
NA	LMTK2	CB2019	1
NA	LNP	CB2019	1
NA	LNPEP	CB2019	1
NA	LPCAT1	CB2019	1
NA	LPCAT2	CB2019	1
NA	LPCAT3	CB2019	1
NA	LPGAT1	CB2019	1
NA	LRCH1	CB2019	1
NA	LRCH4	CB2019	1
NA	LRIG1	CB2019	1
NA	LRIG3	CB2019	1
NA	LRMP	CB2019	1
NA	LRP1	CB2019	1
NA	LRP10	CB2019	1
NA	LRP12	CB2019	1
NA	LRP4	CB2019	1
NA	LRPAP1	CB2019	1
NA	LRRC15	CB2019	1
NA	LRRC57	CB2019	1
NA	LRRC59	CB2019	1
NA	LRRC8A	CB2019	1
NA	LRRC8C	CB2019	1
NA	LRRC8D	CB2019	1
NA	LRRTM1	CB2019	1
NA	LSR	CB2019	1
NA	LTBP3	CB2019	1
NA	LY75	CB2019	1
NA	LYN	CB2019	1
NA	LYSMD3	CB2019	1
M0QXH4	HAS1	This study	1
M0QXN2	STRN4	This study	1
M0QY01	EPS15L1	This study	1
M0QY14	CD22	This study	1
M0QYC2	NUMBL	This study	1
M0QYS8	SLC14A1	Uniprot	1
M0QYW4	KLK11	This study	1
M0QZ21	AP2S1	This study	1
M0QZN1	HOMER3	This study	1
M0QZQ3	SPTBN4	This study	1
M0R019	HNRNPM	This study	1
M0R080	DNAJB1	This study	1
M0R0N4	AP2S1	This study	1
M0R0P8	MYO9B	This study	1
M0R0R2	RPS5	This study	1
M0R0R3	SMIM7	This study	1
M0R0X1	RAB4B	This study	1
M0R1E3	NAT14	This study	1
M0R1T5	CHMP2A	This study	1
M0R257	RAB3A	This study	1
M0R2A0	EMC10	This study	1
M0R2S1	UBA52	This study	1
M0R2S3	YJU2	This study	1
M0R300	MYO9B	This study	1
M0R3D6	RPL18A	This study	1
M0R3F1	HNRNPUL1	This study	1
M0R3H0	RPS16	This study	1
M0R3H4	GPR108	This study	1
M5FJR4	RHAG	Uniprot	1
NA	M6PR	CB2019	1
NA	MAGT1	CB2019	1
NA	MAL	CB2019	1
NA	MAN1A1	CB2019	1
NA	MAN1A2	CB2019	1
NA	MAN1B1	CB2019	1
NA	MAN2A1	CB2019	1
NA	MAN2A2	CB2019	1
NA	MAOA	CB2019	1
NA	MAP1LC3A	CB2019	1
NA	MAP1LC3B	CB2019	1
NA	MAP1LC3B2	CB2019	1
NA	MAPK10	CB2019	1
NA	MARCH5	CB2019	1
NA	MARCH6	CB2019	1
NA	MARCH8	CB2019	1
NA	MARCKS	CB2019	1
NA	MARCKSL1	CB2019	1
NA	MARVELD2	CB2019	1
NA	MAVS	CB2019	1
NA	MBOAT1	CB2019	1
NA	MBOAT2	CB2019	1
NA	MBOAT7	CB2019	1
NA	MCAM	CB2019	1
NA	MCL1	CB2019	1
NA	MCTP2	CB2019	1
NA	MCU	CB2019	1
NA	MCUB	CB2019	1
NA	MCUR1	CB2019	1
NA	MEGF9	CB2019	1
NA	METTL7A	CB2019	1
NA	MFF	CB2019	1
NA	MFN1	CB2019	1
NA	MFN2	CB2019	1
NA	MFSD1	CB2019	1
NA	MFSD11	CB2019	1
NA	MFSD14B	CB2019	1
NA	MFSD2B	CB2019	1
NA	MGAM	CB2019	1
NA	MGAT1	CB2019	1
NA	MGAT2	CB2019	1
NA	MGAT3	CB2019	1
NA	MGAT4B	CB2019	1
NA	MGST1	CB2019	1
NA	MGST2	CB2019	1
NA	MGST3	CB2019	1
NA	MIEN1	CB2019	1
NA	MINOS1	CB2019	1
NA	MLC1	CB2019	1
NA	MLEC	CB2019	1
NA	MLF2	CB2019	1
NA	MMGT1	CB2019	1
NA	MMP20	CB2019	1
NA	MMP25	CB2019	1
NA	MOGS	CB2019	1
NA	MOSPD1	CB2019	1
NA	MOSPD2	CB2019	1
NA	MOSPD3	CB2019	1
NA	MP68	CB2019	1
NA	MPC1	CB2019	1
NA	MPC2	CB2019	1
NA	MPDU1	CB2019	1
NA	MPP1	CB2019	1
NA	MPV17	CB2019	1
NA	MPV17L2	CB2019	1
NA	MPZL1	CB2019	1
NA	MRC2	CB2019	1
NA	MRS2	CB2019	1
NA	MRVI1	CB2019	1
NA	MSMO1	CB2019	1
NA	MSRA	CB2019	1
NA	MT-ATP6	CB2019	1
NA	MT-ATP8	CB2019	1
NA	MT-CO2	CB2019	1
NA	MT-CO3	CB2019	1
NA	MT-CYB	CB2019	1
NA	MT-ND1	CB2019	1
NA	MT-ND3	CB2019	1
NA	MT-ND4	CB2019	1
NA	MT-ND5	CB2019	1
NA	MTCH1	CB2019	1
NA	MTCH2	CB2019	1
NA	MTDH	CB2019	1
NA	MTFP1	CB2019	1
NA	MTX1	CB2019	1
NA	MUC1	CB2019	1
NA	MUL1	CB2019	1
NA	MYADM	CB2019	1
NA	MYOF	CB2019	1
NA	NAGPA	CB2019	1
NA	NAT14	CB2019	1
NA	NAT8B	CB2019	1
NA	NAXD	CB2019	1
NA	NCEH1	CB2019	1
NA	NCLN	CB2019	1
NA	NCS1	CB2019	1
NA	NCSTN	CB2019	1
NA	NDC1	CB2019	1
NA	NDFIP1	CB2019	1
NA	NDFIP2	CB2019	1
NA	NDUFA11	CB2019	1
NA	NDUFA13	CB2019	1
NA	NDUFA3	CB2019	1
NA	NDUFA4	CB2019	1
NA	NDUFAF4	CB2019	1
NA	NDUFB11	CB2019	1
NA	NDUFB3	CB2019	1
NA	NDUFB4	CB2019	1
NA	NDUFB5	CB2019	1
NA	NDUFB6	CB2019	1
NA	NDUFB8	CB2019	1
NA	NDUFC2	CB2019	1
NA	NDUFC2-KCTD14	CB2019	1
NA	NECTIN1	CB2019	1
NA	NECTIN2	CB2019	1
NA	NEMP1	CB2019	1
NA	NEO1	CB2019	1
NA	NEU1	CB2019	1
NA	NFE2L1	CB2019	1
NA	NFXL1	CB2019	1
NA	NIPA1	CB2019	1
NA	NMU	CB2019	1
NA	NNT	CB2019	1
NA	NOC4L	CB2019	1
NA	NOMO1	CB2019	1
NA	NOMO3	CB2019	1
NA	NOTCH2	CB2019	1
NA	NOTCH3	CB2019	1
NA	NPC1	CB2019	1
NA	NPTN	CB2019	1
NA	NRAS	CB2019	1
NA	NRROS	CB2019	1
NA	NSDHL	CB2019	1
NA	NT5C3A	CB2019	1
NA	NUCB2	CB2019	1
NA	NUMA1	CB2019	1
NA	NUP210	CB2019	1
NA	NYNRIN	CB2019	1
O00115	DNASE2	Uniprot	1
O00148	DDX39A	JPR2017	1
O00151	PDLIM1	This study	1
O00189	AP4M1	This study	1
O00194	RAB27B	This study	1
O00203	AP3B1	JPR2017	1
O00267	SUPT5H	This study	1
O00273	DFFA	This study	1
O00291	HIP1	This study	1
O00303	EIF3F	JPR2017	1
O00308	WWP2	This study	1
O00321	ETV2	Uniprot	1
O00370	NA	JPR2017	1
O00400	SLC33A1	This study	1
O00429	DNM1L	This study	1
O00443	PIK3C2A	This study	1
O00459	PIK3R2	This study	1
O00461	GOLIM4	This study	1
O00471	EXOC5	This study	1
O00478	BTN3A3	This study	1
O00481	BTN3A1	This study	1
O00483	NDUFA4	This study	1
O00519	FAAH	This study	1
O00534	VWA5A	This study	1
O00559	EBAG9	JPR2017	1
O00602	FCN1	This study	1
O00625	PIR	This study	1
O00763	ACACB	JPR2017	1
O14513	NCKAP5	This study	1
O14514	ADGRB1	RESPIRE	1
O14524	NEMP1	Uniprot	1
O14529	CUX2	This study	1
O14561	NDUFAB1	This study	1
O14578	CIT	This study	1
O14579	COPE	This study	1
O14602	EIF1AY	This study	1
O14617	AP3D1	This study	1
O14618	CCS	JPR2017	1
O14646	CHD1	This study	1
O14647	CHD2	This study	1
O14653	GOSR2	JPR2017	1
O14657	TOR1B	This study	1
O14672	ADAM10	This study	1
O14678	ABCD4	This study	1
O14682	ENC1	This study	1
O14730	RIOK3	This study	1
O14733	MAP2K7	This study	1
O14773	TPP1	This study	1
O14791	APOL1	This study	1
O14807	MRAS	This study	1
O14841	OPLAH	This study	1
O14867	BACH1	This study	1
O14917	PCDH17	This study	1
O14920	IKBKB	This study	1
O14929	HAT1	This study	1
O14933	UBE2L6	This study	1
O14936	CASK	This study	1
O14949	UQCRQ	This study	1
O14958	CASQ2	This study	1
O14964	HGS	JPR2017	1
O14967	CLGN	This study	1
O14979	HNRNPDL	This study	1
O14981	BTAF1	This study	1
O14983	ATP2A1	JPR2017	1
O15018	PDZD2	This study	1
O15037	KHNYN	This study	1
O15040	TECPR2	This study	1
O15066	KIF3B	This study	1
O15068	MCF2L	RESPIRE	1
O15069	NACAD	This study	1
O15111	CHUK	This study	1
O15116	LSM1	This study	1
O15117	FYB1	This study	1
O15121	DEGS1	This study	1
O15126	SCAMP1	This study	1
O15131	KPNA5	JPR2017	1
O15155	BET1	JPR2017	1
O15169	AXIN1	This study	1
O15195	VILL	JPR2017	1
O15211	RGL2	This study	1
O15226	NKRF	JPR2017	1
O15230	LAMA5	This study	1
O15231	ZNF185	This study	1
O15234	CASC3	This study	1
O15355	PPM1G	This study	1
O15357	INPPL1	This study	1
O15381	NVL	This study	1
O15392	BIRC5	This study	1
O15455	TLR3	This study	1
O15496	PLA2G10	Uniprot	1
O15530	PDPK1	This study	1
O15534	PER1	This study	1
O15541	RNF113A	This study	1
O43181	NDUFS4	This study	1
O43196	MSH5	JPR2017	1
O43236	SEPT4	JPR2017	1
O43286	B4GALT5	This study	1
O43292	GPAA1	This study	1
O43303	CCP110	This study	1
O43318	MAP3K7	This study	1
O43353	RIPK2	This study	1
O43390	HNRNPR	This study	1
O43402	EMC8	This study	1
O43422	THAP12	This study	1
O43447	PPIH	JPR2017	1
O43464	HTRA2	This study	1
O43505	B4GAT1	JPR2017	1
O43572	AKAP10	This study	1
O43633	CHMP2A	JPR2017	1
O43663	PRC1	This study	1
O43670	ZNF207	JPR2017	1
O43684	BUB3	This study	1
O43707	ACTN4	JPR2017	1
O43719	HTATSF1	This study	1
O43739	CYTH3	This study	1
O43765	SGTA	JPR2017	1
O43776	NARS1	This study	1
O43781	DYRK3	Uniprot	1
O43805	SSNA1	This study	1
O43815	STRN	This study	1
O43826	SLC37A4	JPR2017	1
O43861	ATP9B	This study	1
O60216	RAD21	This study	1
O60229	KALRN	JPR2017	1
O60232	SSSCA1	JPR2017	1
O60282	KIF5C	JPR2017	1
O60290	ZNF862	This study	1
O60296	TRAK2	This study	1
O60299	LZTS3	This study	1
O60313	OPA1	This study	1
O60318	MCM3AP	JPR2017	1
O60331	PIP5K1C	JPR2017	1
O60336	MAPKBP1	This study	1
O60341	KDM1A	JPR2017	1
O60346	PHLPP1	This study	1
O60353	FZD6	This study	1
O60449	LY75	This study	1
O60476	MAN1A2	This study	1
O60486	PLXNC1	This study	1
O60493	SNX3	This study	1
O60502	OGA	This study	1
O60506	SYNCRIP	JPR2017	1
O60566	BUB1B	This study	1
O60602	TLR5	Uniprot	1
O60674	JAK2	Uniprot	1
O60678	PRMT3	This study	1
O60704	TPST2	This study	1
O60725	ICMT	This study	1
O60733	PLA2G6	This study	1
O60762	DPM1	JPR2017	1
O60826	CCDC22	This study	1
O60841	EIF5B	This study	1
O60869	EDF1	This study	1
O60885	BRD4	This study	1
O60925	PFDN1	JPR2017	1
O60927	PPP1R11	This study	1
O75061	DNAJC6	This study	1
O75093	SLIT1	JPR2017	1
O75113	N4BP1	This study	1
O75122	CLASP2	JPR2017	1
O75145	PPFIA3	This study	1
O75150	RNF40	This study	1
O75155	CAND2	This study	1
O75204	TMEM127	This study	1
O75342	ALOX12B	This study	1
O75351	VPS4B	This study	1
O75352	MPDU1	JPR2017	1
O75356	ENTPD5	This study	1
O75373	ZNF737	JPR2017	1
O75379	VAMP4	This study	1
O75386	TULP3	This study	1
O75427	LRCH4	This study	1
O75431	MTX2	This study	1
O75436	VPS26A	This study	1
O75438	NDUFB1	This study	1
O75449	KATNA1	This study	1
O75487	GPC4	This study	1
O75489	NDUFS3	This study	1
O75506	HSBP1	This study	1
O75554	WBP4	This study	1
O75569	PRKRA	This study	1
O75628	REM1	This study	1
O75688	PPM1B	This study	1
O75691	UTP20	This study	1
O75718	CRTAP	This study	1
O75752	B3GALNT1	This study	1
O75781	PALM	This study	1
O75828	CBR3	JPR2017	1
O75843	AP1G2	This study	1
O75881	CYP7B1	This study	1
O75884	RBBP9	This study	1
O75891	ALDH1L1	This study	1
O75923	DYSF	This study	1
O75937	DNAJC8	This study	1
O75947	ATP5PD	This study	1
O75964	ATP5L	JPR2017	1
O76009	KRT33A	JPR2017	1
O76011	KRT34	JPR2017	1
O76013	KRT36	JPR2017	1
O76015	KRT38	This study	1
O76095	JTB	This study	1
O77932	DXO	This study	1
O78179	HLA-C	This study	1
O94760	DDAH1	This study	1
O94788	ALDH1A2	This study	1
O94811	TPPP	This study	1
O94817	ATG12	This study	1
O94826	TOMM70	This study	1
O94830	DDHD2	This study	1
O94851	MICAL2	This study	1
O94885	SASH1	JPR2017	1
O94886	TMEM63A	This study	1
O94888	UBXN7	This study	1
O94916	NFAT5	This study	1
O94956	SLCO2B1	This study	1
O94966	USP19	JPR2017	1
O94979	SEC31A	JPR2017	1
O94992	HEXIM1	This study	1
O95057	DIRAS1	This study	1
O95096	NKX2-2	This study	1
O95147	DUSP14	JPR2017	1
O95168	NDUFB4	This study	1
O95180	CACNA1H	JPR2017	1
O95182	NDUFA7	This study	1
O95202	LETM1	This study	1
O95218	ZRANB2	This study	1
O95219	SNX4	This study	1
O95235	KIF20A	JPR2017	1
O95237	LRAT	This study	1
O95248	SBF1	JPR2017	1
O95267	RASGRP1	Uniprot	1
O95271	TNKS	This study	1
O95295	SNAPIN	This study	1
O95298	NDUFC2	This study	1
O95365	ZBTB7A	Uniprot	1
O95372	LYPLA2	This study	1
O95379	TNFAIP8	This study	1
O95396	MOCS3	This study	1
O95479	H6PD	This study	1
O95486	SEC24A	This study	1
O95562	SFT2D2	JPR2017	1
O95630	STAMBP	RESPIRE	1
O95678	KRT75	JPR2017	1
O95696	BRD1	Uniprot	1
O95714	HERC2	This study	1
O95749	GGPS1	This study	1
O95754	SEMA4F	This study	1
O95777	LSM8	This study	1
O95786	RIGI	This study	1
O95793	STAU1	This study	1
O95810	CAVIN2	This study	1
O95822	MLYCD	JPR2017	1
O95831	AIFM1	This study	1
O95866	MPIG6B	Uniprot	1
O95870	ABHD16A	JPR2017	1
O95881	TXNDC12	This study	1
O95922	TTLL1	JPR2017	1
O95967	EFEMP2	JPR2017	1
O95977	S1PR4	This study	1
O95980	RECK	This study	1
O95989	NUDT3	This study	1
O96019	ACTL6A	This study	1
O96033	MOCS2	This study	1
NA	ODR4	CB2019	1
NA	OGFOD3	CB2019	1
NA	OLFML2B	CB2019	1
NA	OMA1	CB2019	1
NA	OR10AG1	CB2019	1
NA	OR1L6	CB2019	1
NA	OR2Z1	CB2019	1
NA	OR3A2	CB2019	1
NA	OR3A3	CB2019	1
NA	OR4E1	CB2019	1
NA	OR7D2	CB2019	1
NA	OR8K5	CB2019	1
NA	ORMDL1	CB2019	1
NA	ORMDL2	CB2019	1
NA	ORMDL3	CB2019	1
NA	OS9	CB2019	1
NA	OSBPL8	CB2019	1
NA	OSTC	CB2019	1
NA	OXA1L	CB2019	1
P00395	MT-CO1	This study	1
P00488	F13A1	This study	1
P00519	ABL1	This study	1
P00738	HP	This study	1
P00739	HPR	This study	1
P00740	F9	RESPIRE	1
P00751	CFB	RESPIRE	1
P00846	MT-ATP6	This study	1
P01019	AGT	This study	1
P01034	CST3	This study	1
P01040	CSTA	JPR2017	1
P01588	EPO	Uniprot	1
P01593	IGKV1D-33	RESPIRE	1
P01594	IGKV1-33	RESPIRE	1
P01597	IGKV1-39	RESPIRE	1
P01598	NA	JPR2017	1
P01599	IGKV1-17	RESPIRE	1
P01602	IGKV1-5	RESPIRE	1
P01611	IGKV1D-12	RESPIRE	1
P01614	IGKV2D-40	RESPIRE	1
P01615	IGKV2D-28	RESPIRE	1
P01699	IGLV1-44	RESPIRE	1
P01700	IGLV1-47	RESPIRE	1
P01701	IGLV1-51	RESPIRE	1
P01703	IGLV1-40	RESPIRE	1
P01706	IGLV2-11	RESPIRE	1
P01714	IGLV3-19	RESPIRE	1
P01742	IGHV1-69	This study	1
P01767	IGHV3-53	RESPIRE	1
P01772	IGHV3-33	RESPIRE	1
P01782	IGHV3-9	This study	1
P01817	IGHV2-5	This study	1
P01824	IGHV4-39	RESPIRE	1
P01833	PIGR	This study	1
P01860	IGHG3	RESPIRE	1
P01861	IGHG4	RESPIRE	1
P01877	IGHA2	RESPIRE	1
P01880	IGHD	RESPIRE	1
P01891	HLA-A	JPR2017	1
P01893	HLA-H	This study	1
P02100	HBE1	This study	1
P02144	MB	Uniprot	1
P02458	COL2A1	This study	1
P02654	APOC1	This study	1
P02655	APOC2	This study	1
P02656	APOC3	This study	1
P02686	MBP	JPR2017	1
P02728	NA	Uniprot	1
P02741	CRP	This study	1
P02743	APCS	This study	1
P02747	C1QC	This study	1
P02748	C9	RESPIRE	1
P02750	LRG1	This study	1
P02751	FN1	This study	1
P02774	GC	JPR2017	1
P03886	MT-ND1	This study	1
P04066	FUCA1	This study	1
P04206	NA	JPR2017	1
P04211	IGLV7-43	RESPIRE	1
P04217	A1BG	This study	1
P04275	VWF	This study	1
P04433	IGKV3-11	RESPIRE	1
P04439	HLA-A	This study	1
P04798	CYP1A1	JPR2017	1
P05062	ALDOB	JPR2017	1
P05106	ITGB3	This study	1
P05111	INHA	Uniprot	1
P05160	F13B	This study	1
P05186	ALPL	This study	1
P05543	SERPINA7	This study	1
P05546	SERPIND1	This study	1
P05771	PRKCB	This study	1
P06028	GYPB	Uniprot	1
P06400	RB1	Uniprot	1
P06454	PTMA	JPR2017	1
P06493	CDK1	This study	1
P06727	APOA4	This study	1
P06737	PYGL	This study	1
P07195	LDHB	JPR2017	1
P07205	PGK2	This study	1
P07357	C8A	RESPIRE	1
P07360	C8G	This study	1
P07477	PRSS1	JPR2017	1
P07510	CHRNG	This study	1
P07864	LDHC	This study	1
P07910	HNRNPC	JPR2017	1
P07919	UQCRH	This study	1
