pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_VESICLE_ORGANIZATION,Vesicle Organization,GO:BP,-0.856,-0.904,0.9748,0.9731,NS,65
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,-0.917,-0.842,0.8919,0.9731,NS,20
GOBP_FAT_CELL_DIFFERENTIATION,Fat Cell Differentiation,GO:BP,-0.762,0.996,0.9983,0.9139,NS,24
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,0.827,0.931,0.961,0.9514,NS,17
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,Negative Regulation Of Autophagy,GO:BP,-0.958,-0.799,0.8779,0.9904,NS,19
GOBP_RESPONSE_TO_STEROID_HORMONE,Response To Steroid Hormone,GO:BP,1.045,0.712,0.7673,0.9994,NS,51
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,0.827,0.928,0.961,0.9514,NS,17
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,-0.914,0.839,0.8919,0.9731,NS,17
GOBP_CYTOKINESIS,Cytokinesis,GO:BP,-0.694,1.058,0.9983,0.8646,NS,36
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,Negative Regulation Of Cell Adhesion,GO:BP,-0.931,-0.82,0.8919,0.9855,NS,27
GOBP_ORGANELLE_MEMBRANE_FUSION,Organelle Membrane Fusion,GO:BP,-0.686,-1.064,0.9983,0.8609,NS,23
GOBP_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,GO:BP,0.796,-0.954,0.9983,0.9514,NS,54
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Negative Regulation Of Neuron Apoptotic Pr...,GO:BP,-0.819,-0.929,0.9705,0.9514,NS,19
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Regulation Of Signal Transduction By p53 C...,GO:BP,1.038,-0.708,0.7859,0.9994,NS,19
GOBP_REGULATION_OF_CELL_SHAPE,Regulation Of Cell Shape,GO:BP,-0.787,0.956,0.9983,0.9514,NS,20
GOBP_REGULATION_OF_HORMONE_SECRETION,Regulation Of Hormone Secretion,GO:BP,-0.867,-0.875,0.9542,0.9731,NS,33
GOBP_T_CELL_MEDIATED_IMMUNITY,T Cell Mediated Immunity,GO:BP,-0.735,1.007,0.9983,0.8979,NS,17
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response To Virus,GO:BP,-0.702,1.038,0.9983,0.879,NS,23
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO:BP,-0.854,0.886,0.9541,0.9625,NS,15
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,Regulation Of Body Fluid Levels,GO:BP,-0.996,0.74,0.841,0.9994,NS,52
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,Positive Regulation Of Endocytosis,GO:BP,0.818,0.914,0.9821,0.9625,NS,25
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS,Nucleic Acid Catabolic Process,GO:BP,-0.876,-0.855,0.9542,0.9855,NS,46
GOBP_PLASMA_MEMBRANE_ORGANIZATION,Plasma Membrane Organization,GO:BP,0.801,0.929,0.9983,0.956,NS,41
HALLMARK_UV_RESPONSE_UP,UV Response Up,Hallmark,0.819,-0.907,0.8586,0.9162,NS,37
GOBP_CARBOHYDRATE_TRANSPORT,Carbohydrate Transport,GO:BP,-0.878,0.844,0.937,0.9731,NS,17
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Intrinsic Apoptotic Signaling Pathway In R...,GO:BP,0.681,1.039,0.9983,0.879,NS,20
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Regulation Of Leukocyte Mediated Immunity,GO:BP,-0.953,0.767,0.8864,0.9994,NS,23
GOBP_DENDRITE_DEVELOPMENT,Dendrite Development,GO:BP,0.968,-0.747,0.8689,0.9994,NS,24
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Regulation Of Canonical Wnt Signaling Pathway,GO:BP,-0.861,0.852,0.9542,0.9731,NS,22
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Positive Regulation Of Cold Induced Thermo...,GO:BP,0.904,-0.802,0.9103,0.9855,NS,15
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,Primary Alcohol Metabolic Process,GO:BP,0.65,-1.055,0.9983,0.8685,NS,22
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,Response To Temperature Stimulus,GO:BP,-0.982,0.722,0.8609,0.9994,NS,42
GOBP_NEUTROPHIL_MIGRATION,Neutrophil Migration,GO:BP,-0.693,1.01,0.9983,0.8979,NS,15
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,Negative Regulation Of Tor Signaling,GO:BP,-1.042,-0.659,0.7815,0.9994,NS,18
GOBP_NEURON_APOPTOTIC_PROCESS,Neuron Apoptotic Process,GO:BP,-0.891,0.809,0.943,0.9904,NS,34
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,Positive Regulation Of Hormone Secretion,GO:BP,-0.945,0.751,0.8872,0.9994,NS,20
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Telomere Maintenance Via Telomere Lengthening,GO:BP,0.75,0.945,0.9983,0.9514,NS,18
GOBP_CELL_CHEMOTAXIS,Cell Chemotaxis,GO:BP,0.646,1.048,0.9983,0.879,NS,30
GOBP_MULTICELLULAR_ORGANISM_GROWTH,Multicellular Organism Growth,GO:BP,0.741,-0.953,0.9983,0.9514,NS,19
GOBP_TRANSLATIONAL_ELONGATION,Translational Elongation,GO:BP,0.95,0.743,0.8872,0.9994,NS,22
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,-1.181,0.508,0.5543,0.9978,NS,40
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,Cellular Component Disassembly,GO:BP,-0.971,-0.717,0.8779,0.9994,NS,83
GOBP_REGULATION_OF_CELL_DIVISION,Regulation Of Cell Division,GO:BP,0.621,1.066,0.9983,0.8646,NS,16
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Transmembrane Trans...,GO:BP,-0.873,0.811,0.948,0.9904,NS,26
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,0.564,1.12,0.9983,0.8372,NS,27
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Positive Regulation Of Carbohydrate Metabo...,GO:BP,-0.829,0.852,0.9635,0.9731,NS,17
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,Positive Regulation Of Peptide Secretion,GO:BP,-0.944,0.735,0.8872,0.9994,NS,20
GOBP_CIRCADIAN_RHYTHM,Circadian Rhythm,GO:BP,-0.647,1.031,0.9983,0.879,NS,28
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,Canonical Wnt Signaling Pathway,GO:BP,0.821,0.855,0.9786,0.9731,NS,24
HALLMARK_HYPOXIA,Hypoxia,Hallmark,-0.768,-0.902,0.8978,0.9212,NS,51
GOBP_GLIAL_CELL_DEVELOPMENT,Glial Cell Development,GO:BP,-0.934,0.733,0.8897,0.9994,NS,23
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,Cellular Response To Oxidative Stress,GO:BP,0.794,0.872,0.9983,0.9731,NS,54
GOBP_POSITIVE_REGULATION_OF_TRANSLATION,Positive Regulation Of Translation,GO:BP,0.758,0.905,0.9983,0.9625,NS,32
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,0.732,0.926,0.9983,0.9545,NS,21
GOBP_VIRAL_PROCESS,Viral Process,GO:BP,-0.732,-0.926,0.9983,0.9625,NS,80
GOBP_REGULATION_OF_PROTEIN_STABILITY,Regulation Of Protein Stability,GO:BP,-0.693,0.958,0.9983,0.9514,NS,81
GOBP_CARBOHYDRATE_HOMEOSTASIS,Carbohydrate Homeostasis,GO:BP,0.709,-0.941,0.9983,0.9514,NS,41
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Positive Regulation Of Leukocyte Cell Cell...,GO:BP,-0.787,0.857,0.9983,0.9731,NS,28
GOBP_WNT_SIGNALING_PATHWAY,Wnt Signaling Pathway,GO:BP,0.719,0.924,0.9983,0.956,NS,41
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,Regulation Of Response To Wounding,GO:BP,-1.104,0.537,0.7363,0.9994,NS,23
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Vesicle Mediated Transport In Synapse,GO:BP,-0.534,1.1,0.9983,0.8514,NS,41
GOBP_VIRAL_LIFE_CYCLE,Viral Life Cycle,GO:BP,-0.666,-0.968,0.9983,0.9514,NS,58
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,Import Across Plasma Membrane,GO:BP,-0.735,-0.898,0.9983,0.9625,NS,21
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,Regulation Of DNA Metabolic Process,GO:BP,-1.018,-0.614,0.7974,0.9994,NS,56
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Regulation Of Post Translational Protein M...,GO:BP,-1.087,0.543,0.7349,0.9994,NS,59
GOBP_SENSORY_SYSTEM_DEVELOPMENT,Sensory System Development,GO:BP,0.563,-1.067,0.9983,0.8585,NS,25
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,Regulation Of Viral Life Cycle,GO:BP,-0.892,0.737,0.919,0.9994,NS,20
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Signal Transduction By p53 Class Mediator,GO:BP,0.94,-0.687,0.888,0.9994,NS,26
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Regulation Of Receptor Mediated Endocytosis,GO:BP,0.655,0.971,0.9983,0.9393,NS,16
GOBP_REGENERATION,Regeneration,GO:BP,-0.869,-0.755,0.9542,0.9994,NS,30
GOBP_REGULATION_OF_VIRAL_PROCESS,Regulation Of Viral Process,GO:BP,0.854,0.77,0.9542,0.9994,NS,23
GOBP_RESPONSE_TO_CARBOHYDRATE,Response To Carbohydrate,GO:BP,-0.823,-0.801,0.9922,0.9994,NS,36
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,-0.921,0.701,0.8905,0.9994,NS,17
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Establishment Of Protein Localization To P...,GO:BP,0.541,1.08,0.9983,0.8514,NS,16
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Regulation Of Leukocyte Proliferation,GO:BP,0.694,-0.926,0.9983,0.9514,NS,19
GOBP_DNA_RECOMBINATION,DNA Recombination,GO:BP,-0.843,0.776,0.9685,0.9994,NS,28
GOBP_NEUROTRANSMITTER_TRANSPORT,Neurotransmitter Transport,GO:BP,0.486,-1.133,0.9983,0.8372,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Protein Catabolic P...,GO:BP,-0.793,0.825,0.9983,0.9927,NS,48
GOBP_NUCLEOBASE_METABOLIC_PROCESS,Nucleobase Metabolic Process,GO:BP,-0.909,-0.707,0.8929,0.9994,NS,17
GOBP_REGULATION_OF_INSULIN_SECRETION,Regulation Of Insulin Secretion,GO:BP,-0.907,-0.709,0.919,0.9994,NS,27
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Ubiquitin Dependent Protein ...,GO:BP,0.701,-0.915,0.9983,0.9625,NS,42
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,Negative Regulation Of Immune Response,GO:BP,-0.806,-0.808,0.9844,0.9904,NS,22
GOBP_TERPENOID_METABOLIC_PROCESS,Terpenoid Metabolic Process,GO:BP,0.596,-1.017,0.9983,0.8916,NS,17
GOBP_MIDBRAIN_DEVELOPMENT,Midbrain Development,GO:BP,0.555,1.057,0.9983,0.8646,NS,25
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,Protein Export From Nucleus,GO:BP,-0.973,-0.637,0.8566,0.9994,NS,17
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,Cellular Process Involved In Reproduction ...,GO:BP,0.867,0.741,0.9541,0.9994,NS,25
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,Regulation Of Organelle Assembly,GO:BP,-0.759,0.848,0.9983,0.9843,NS,39
GOBP_TRNA_PROCESSING,Trna Processing,GO:BP,-0.847,0.759,0.9542,0.9994,NS,15
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Phospholipid Biosynthetic Process,GO:BP,-0.778,-0.825,0.9983,0.9855,NS,25
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,-0.936,0.666,0.8872,0.9994,NS,17
GOBP_VIRAL_GENE_EXPRESSION,Viral Gene Expression,GO:BP,0.696,-0.905,0.9983,0.9625,NS,21
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Negative Regulation Of Carbohydrate Metabo...,GO:BP,0.712,-0.887,0.9983,0.9625,NS,15
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,Leukocyte Mediated Immunity,GO:BP,-0.556,1.042,0.9983,0.879,NS,39
GOBP_DE_NOVO_PROTEIN_FOLDING,De Novo Protein Folding,GO:BP,0.641,0.956,0.9983,0.9484,NS,16
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,-0.627,-0.967,0.9983,0.9442,NS,17
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Reactive Oxygen Species Metabolic Process,GO:BP,0.724,-0.864,0.9983,0.9855,NS,55
HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,Hallmark,-0.97,0.618,0.814,0.9928,NS,26
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Positive Regulation Of Intracellular Prote...,GO:BP,-0.657,-0.929,0.9983,0.9514,NS,16
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Nuclear Receptor Mediated Signaling Pathway,GO:BP,1.082,-0.502,0.7427,0.9994,NS,25
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Cellular Response To Reactive Oxygen Species,GO:BP,0.788,0.793,0.9983,0.9994,NS,33
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,Sulfur Compound Biosynthetic Process,GO:BP,-0.666,-0.915,0.9983,0.9625,NS,39
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,Regulation Of Cellular Response To Transfo...,GO:BP,0.647,-0.933,0.9983,0.9514,NS,16
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,Neutral Lipid Metabolic Process,GO:BP,0.758,-0.821,0.9983,0.9761,NS,15
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,Cellular Response To Carbohydrate Stimulus,GO:BP,-0.887,-0.69,0.9386,0.9994,NS,22
GOBP_SPERMATID_DIFFERENTIATION,Spermatid Differentiation,GO:BP,-0.742,-0.835,0.9983,0.9731,NS,18
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Release Of Cytochrome C From Mitochondria,GO:BP,0.893,-0.682,0.9229,0.9994,NS,15
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR,Positive Regulation Of DNA Repair,GO:BP,-0.91,-0.66,0.9024,0.9994,NS,16
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Regulation Of Reactive Oxygen Species Meta...,GO:BP,0.658,0.912,0.9983,0.9625,NS,35
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Cell Surface Receptor Protein Serine Threo...,GO:BP,-0.704,0.866,0.9983,0.9731,NS,37
GOBP_TRANSLATIONAL_INITIATION,Translational Initiation,GO:BP,0.767,-0.802,0.9983,0.9994,NS,52
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,0.619,0.945,0.9983,0.9514,NS,22
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,Substantia Nigra Development,GO:BP,0.619,0.945,0.9983,0.9514,NS,22
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,Glycosyl Compound Metabolic Process,GO:BP,-0.637,-0.926,0.9983,0.9514,NS,18
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,Positive Regulation Of Cell Cycle,GO:BP,-0.738,-0.823,0.9983,0.9904,NS,35
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,Biological Process Involved In Interaction...,GO:BP,0.786,0.774,0.9983,0.9994,NS,39
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,Regulation Of Vasculature Development,GO:BP,-0.635,0.923,0.9983,0.956,NS,36
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,Post Golgi Vesicle Mediated Transport,GO:BP,-0.945,0.613,0.8872,0.9994,NS,19
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,Glycolytic Process Through Fructose 6 Phos...,GO:BP,-0.646,-0.911,0.9983,0.956,NS,17
GOBP_REGULATION_OF_DNA_RECOMBINATION,Regulation Of DNA Recombination,GO:BP,0.915,0.642,0.8936,0.9994,NS,15
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,Development Of Primary Sexual Characteristics,GO:BP,-0.773,-0.78,0.9983,0.9927,NS,16
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Monosaccharide Catabolic Process,GO:BP,0.698,-0.851,0.9983,0.9731,NS,23
GOBP_ERK1_AND_ERK2_CASCADE,Erk1 And Erk2 Cascade,GO:BP,-0.84,-0.705,0.9748,0.9994,NS,35
HALLMARK_APOPTOSIS,Apoptosis,Hallmark,-0.823,-0.722,0.8586,0.9928,NS,32
GOBP_CYTOKINETIC_PROCESS,Cytokinetic Process,GO:BP,-0.741,0.803,0.9983,0.9855,NS,15
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Diphosphate Metabolic Process,GO:BP,0.642,-0.901,0.9983,0.9686,NS,43
GOBP_REGULATION_OF_T_CELL_ACTIVATION,Regulation Of T Cell Activation,GO:BP,-0.673,0.87,0.9983,0.9731,NS,34
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Pyridine Containing Compound Catabolic Pro...,GO:BP,-0.554,-0.987,0.9983,0.9328,NS,40
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Steroid Biosynthetic Process,GO:BP,-0.959,-0.565,0.8864,0.9994,NS,28
GOBP_SYMBIONT_ENTRY_INTO_HOST,Symbiont Entry Into Host,GO:BP,-0.678,0.841,0.9983,0.9731,NS,21
GOBP_REGULATION_OF_BINDING,Regulation Of Binding,GO:BP,0.564,-0.955,0.9983,0.9514,NS,24
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,Positive Regulation Of DNA Metabolic Process,GO:BP,0.76,-0.756,0.9983,0.9994,NS,38
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,Negative Regulation Of Cell Cell Adhesion,GO:BP,-0.742,-0.773,0.9983,0.9965,NS,17
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Regulation Of Adaptive Immune Response,GO:BP,-0.624,0.89,0.9983,0.9625,NS,21
GOBP_VIRAL_GENOME_REPLICATION,Viral Genome Replication,GO:BP,-0.737,0.777,0.9983,0.9994,NS,21
GOBP_LEUKOCYTE_PROLIFERATION,Leukocyte Proliferation,GO:BP,-0.748,-0.765,0.9983,0.9994,NS,29
GOBP_MACROMOLECULE_METHYLATION,Macromolecule Methylation,GO:BP,0.748,0.765,0.9983,0.9994,NS,19
GOBP_CELLULAR_SENESCENCE,Cellular Senescence,GO:BP,0.951,0.558,0.8864,0.9994,NS,17
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Lymphocyte Mediated Immunity,GO:BP,-0.724,0.782,0.9983,0.9994,NS,31
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,Positive Regulation Of Cell Cell Adhesion,GO:BP,-0.739,0.764,0.9983,0.9994,NS,31
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,Nucleoside Diphosphate Catabolic Process,GO:BP,0.579,-0.917,0.9983,0.9625,NS,38
GOBP_DNA_BIOSYNTHETIC_PROCESS,DNA Biosynthetic Process,GO:BP,0.616,0.878,0.9983,0.9649,NS,19
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Intracellular Glucose Homeostasis,GO:BP,-0.677,0.805,0.9983,0.9904,NS,22
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Positive Regulation Of Epithelial Cell Pro...,GO:BP,-0.937,0.543,0.8873,0.9994,NS,15
GOBP_RHYTHMIC_PROCESS,Rhythmic Process,GO:BP,0.615,0.857,0.9983,0.9731,NS,34
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,Multi Multicellular Organism Process,GO:BP,0.856,-0.613,0.9567,0.9994,NS,25
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,-0.619,0.848,0.9983,0.9731,NS,15
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Intracellular Iron Ion Homeostasis,GO:BP,-0.714,0.752,0.9983,0.9994,NS,18
GOBP_EPIDERMIS_DEVELOPMENT,Epidermis Development,GO:BP,-0.791,-0.671,0.9983,0.9994,NS,25
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS,Positive Regulation Of Viral Process,GO:BP,0.779,-0.683,0.9983,0.9994,NS,16
GOBP_NEURON_MIGRATION,Neuron Migration,GO:BP,-0.716,0.744,0.9983,0.9994,NS,16
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Regulation Of Telomere Maintenance Via Tel...,GO:BP,0.93,0.528,0.8905,0.9994,NS,16
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,Reproductive System Development,GO:BP,0.803,-0.648,0.9983,0.9994,NS,26
GOBP_REGULATION_OF_WOUND_HEALING,Regulation Of Wound Healing,GO:BP,-0.765,-0.679,0.9983,0.9994,NS,19
GOBP_MYELOID_CELL_HOMEOSTASIS,Myeloid Cell Homeostasis,GO:BP,-0.575,0.864,0.9983,0.9731,NS,28
GOBP_RESPONSE_TO_CORTICOSTEROID,Response To Corticosteroid,GO:BP,-0.829,-0.609,0.9748,0.9994,NS,24
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Positive Regulation Of Cell Cycle Process,GO:BP,-0.614,-0.823,0.9983,0.9855,NS,25
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic ...,GO:BP,0.657,0.779,0.9983,0.9994,NS,26
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Regulation Of Mononuclear Cell Migration,GO:BP,0.87,0.566,0.943,0.9994,NS,18
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Response To Reactive Oxygen Species,GO:BP,0.677,0.758,0.9983,0.9994,NS,46
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,Endothelial Cell Proliferation,GO:BP,0.902,0.528,0.9116,0.9994,NS,15
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,Response To Hydrogen Peroxide,GO:BP,-0.624,-0.805,0.9983,0.9904,NS,21
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Negative Regulation Of Response To Biotic ...,GO:BP,-0.846,-0.582,0.9542,0.9994,NS,19
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,Positive Regulation Of Telomere Maintenance,GO:BP,0.766,-0.661,0.9983,0.9994,NS,19
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,Protein Modification By Small Protein Removal,GO:BP,-0.926,0.5,0.8919,0.9994,NS,23
GOBP_TRANSITION_METAL_ION_TRANSPORT,Transition Metal Ion Transport,GO:BP,0.675,0.745,0.9983,0.9994,NS,17
GOBP_PRESYNAPTIC_ENDOCYTOSIS,Presynaptic Endocytosis,GO:BP,-0.488,0.93,0.9983,0.9514,NS,21
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Negative Regulation Of Protein Ubiquitination,GO:BP,-1,0.418,0.8347,0.9994,NS,18
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO:BP,-0.547,-0.87,0.9983,0.9731,NS,36
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Regulation Of Epithelial Cell Proliferation,GO:BP,0.649,0.768,0.9983,0.9994,NS,26
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO:BP,0.744,0.671,0.9983,0.9994,NS,27
GOBP_TISSUE_REGENERATION,Tissue Regeneration,GO:BP,-0.814,-0.6,0.9748,0.9994,NS,15
GOBP_MYELOID_LEUKOCYTE_MIGRATION,Myeloid Leukocyte Migration,GO:BP,0.68,0.733,0.9983,0.9994,NS,26
GOBP_MYOTUBE_DIFFERENTIATION,Myotube Differentiation,GO:BP,-0.674,-0.737,0.9983,0.9994,NS,28
GOBP_TEMPERATURE_HOMEOSTASIS,Temperature Homeostasis,GO:BP,0.633,-0.776,0.9983,0.9994,NS,25
GOBP_SYNAPTIC_VESICLE_RECYCLING,Synaptic Vesicle Recycling,GO:BP,-0.507,0.884,0.9983,0.9686,NS,22
GOBP_MITOTIC_CYTOKINESIS,Mitotic Cytokinesis,GO:BP,-0.504,0.886,0.9983,0.9625,NS,19
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,Regulation Of Leukocyte Migration,GO:BP,0.673,0.712,0.9983,0.9994,NS,24
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,-0.469,0.909,0.9992,0.9625,NS,24
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Negative Regulation Of Post Translational ...,GO:BP,-0.941,0.43,0.8872,0.9994,NS,20
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-0.749,-0.621,0.9983,0.9994,NS,20
GOBP_LEUKOCYTE_MIGRATION,Leukocyte Migration,GO:BP,0.734,0.634,0.9983,0.9994,NS,43
